Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
97075403959,Lifeline Darling Downs And South West Queensland Ltd,,Toowoomba City,Lifeline Darling Downs And South West Qld Ltd - St George,DCCSDS,State and Commonwealth,Family Support Program   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Family Support,,To enhance the families capacity to continue to remain in the caring role and deliver support to their child / adult family member with a disability.,No,Balonne Shire,,,,438002,438002,0,
99514338012,Bollon Tennis Club Inc,,Bollon,Bollon Tennis Club Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Balonne Shire,,,,2700,2700,0,
97075403959,Lifeline Darling Downs and South West Queensland Ltd,,Toowoomba City,St George Youth Development Service,DCCSDS,State,Youth Support,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Youth,Social Inclusion,Youth Support,,To support young people across Queensland who are vulnerable and at risk of poor life outcomes through a range of services from preventative programs through to intensive support.,No,Balonne Shire,,,,332181,110727,0,
97075403959,Lifeline Darling Downs And South West Queensland Ltd,,Toowoomba City,Lifeline Darling Downs And South West Qld Ltd - St George,DCCSDS,State and Commonwealth,Family Support Program   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Family Support,,To enhance the families capacity to continue to remain in the caring role and deliver support to their child / adult family member with a disability.,No,Balonne Shire,,,,438002,438002,0,
99514338012,Bollon Tennis Club Inc,,Bollon,Bollon Tennis Club Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Balonne Shire,,,,2700,2700,0,
44253193052,Callide Valley Agricultural and Pastoral Society Inc,,Biloela,Callide Valley Agricultural and Pastoral Society Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Banana Shire,,,,5000,5000,0,
71448628931,Central Queensland Rural Division of General Practice,,Biloela,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,35945,35945,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare Central Queensland - Moura Service,DCCSDS,State,Individual Support,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Community support,Social Inclusion,Individual Support,,"To provide counselling and other support services to assist vulnerable individuals who are at risk of, or who are experiencing personal, social, financial or emotional difficulties.",No,Banana Shire,,,,120300,40100,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare Central Queensland - Biloela Community Service,DCCSDS,State,Individual Support,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Community support,Social Inclusion,Individual Support,,"To provide counselling and other support services to assist vulnerable individuals who are at risk of, or who are experiencing personal, social, financial or emotional difficulties.",No,Banana Shire,,,,273006,91002,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare Central Queensland - Biloela Youth Service,DCCSDS,State,Youth Support,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Youth,Social Inclusion,Youth Support,,To support young people across Queensland who are vulnerable and at risk of poor life outcomes through a range of services from preventative programs through to intensive support.,No,Banana Shire,,,,119850,39950,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare Central Queensland - Moura,DCCSDS,State,Youth Support,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Youth,Social Inclusion,Youth Support,,To support young people across Queensland who are vulnerable and at risk of poor life outcomes through a range of services from preventative programs through to intensive support.,No,Banana Shire,,,,242733,80911,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare - Central Queensland Limited - Biloela Support Service,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/04/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Banana Shire,,,,256332,256332,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare - Central Queensland Limited - Biloela Support Service,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/04/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Banana Shire,,,,187855,187855,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare - Central Queensland Limited - Biloela Support Service,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/04/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Banana Shire,,,,82146,82146,0,
76088159335,Anglicare - Central Queensland Ltd,,Rockhampton,Anglicare - Central Queensland Limited - Moura,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/04/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Banana Shire,,,,21316,21316,0,
78318080544,Theodore Council on the Ageing Inc,,Theodore,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,30300,30300,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Banana Shire,,,,275176,275176,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Banana Shire,,,,276791,276791,0,
82176785410,Wowan/Dululu Community Volunteer Group Inc,,Wowan,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,25000,25000,0,
85946116646,Banana Shire Council,,Biloela,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,11935,11935,0,
85946116646,Banana Shire Council,,Biloela,Taroom Rural Youth Program,DCCSDS,State,Youth Support,,Grant,Operational ,1/01/2012,31/12/2014,Ongoing,Youth,Social Inclusion,Youth Support,,To support young people across Queensland who are vulnerable and at risk of poor life outcomes through a range of services from preventative programs through to intensive support.,No,Banana Shire,,,,51041,17635,0,
89133974241,Baralaba Community Aged Care Association Inc,,Baralaba,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,25000,25000,0,
89133974241,Baralaba Community Aged Care Association Inc,,Baralaba,Baralaba Community Aged Care Association Inc,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/10/2010,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Banana Shire,,,,7822,7822,0,
89686750107,Biloela and District Meals on Wheels Inc,,Biloela,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Banana Shire,,,,834,834,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Banana Shire,,,,190667,62584,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Banana Shire,,,,438497,143931,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Individual Support,,Grant,Operational,1/02/2013,31/12/2013,Fixed Term,Community support,Social Inclusion,Individual Support,,"To provide counselling and other support services to assist vulnerable individuals who are at risk of, or who are experiencing personal, social, financial or emotional difficulties.",No,Banana Shire,,,,7792,7792,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State and Commonwealth,Homelessness,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Homes and housing,Social Inclusion,Homelessness,,"To reduce both the number of homeless people and the number of people becoming homeless in Queensland by funding services that assist people to obtain and maintain housing, and to maximise their capacity to be independent, self-reliant and connection to appropriate social and community supports.",No,Banana Shire,,,,349969,114873,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Biloela,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/07/2012,30/06/2015,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Banana Shire,,,,20000,20000,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Biloela,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/07/2012,30/06/2015,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Banana Shire,,,,39093,39093,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Banana Shire,,,,190667,62584,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Banana Shire,,,,438497,143931,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State,Individual Support,,Grant,Operational,1/02/2013,31/12/2013,Fixed Term,Community support,Social Inclusion,Individual Support,,"To provide counselling and other support services to assist vulnerable individuals who are at risk of, or who are experiencing personal, social, financial or emotional difficulties.",No,Banana Shire,,,,7792,7792,0,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,Biloela,Banana Shire Emergency Accommodation & Support Centre,DCCSDS,State and Commonwealth,Homelessness,,Grant,Operational ,16/03/2013,31/03/2016,Ongoing,Homes and housing,Social Inclusion,Homelessness,,"To reduce both the number of homeless people and the number of people becoming homeless in Queensland by funding services that assist people to obtain and maintain housing, and to maximise their capacity to be independent, self-reliant and connection to appropriate social and community supports.",No,Banana Shire,,,,349969,114873,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Biloela,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/07/2012,30/06/2015,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Banana Shire,,,,20000,20000,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Biloela,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/07/2012,30/06/2015,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Banana Shire,,,,39093,39093,0,
18631743735,UCA - Central West Uniting Churches,,Barcaldine,Uniting Church - Barcaldine,DCCSDS,State,Individual Support,,Grant,Operational,1/02/2013,31/12/2013,Fixed Term,Community support,Social Inclusion,Individual Support,,"To provide counselling and other support services to assist vulnerable individuals who are at risk of, or who are experiencing personal, social, financial or emotional difficulties.",No,Barcaldine Regional,,,,1768,1768,0,
36154302599,Barcaldine Regional Council,,Barcaldine,Barcaldine Family Support Service,DCCSDS,State,Child Safety Family Support Services,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Parents and families,Child Safety,Family Support,,"Services target identified vulnerable children, young people and families and respond to a known risk or problem. The early intervention activities delivered address risks and resolve problems at an early stage. Services meet unmet needs, build capacity and resilience and enhance the wellbeing and safety of this target group.",No,Barcaldine Regional,,,,386412,110859,0,
36154302599,Barcaldine Regional Council,,Barcaldine,Barcaldine 60 & Better Program,DCCSDS,State,Seniors Participation & Support,,Grant,Operational ,1/07/2010,31/12/2014,Ongoing,Seniors,Social Inclusion,Older people services,,"To increase social and workforce participation, prevent elder abuse, provide information, improve health and wellbeing, safety and recognition of older people.",No,Barcaldine Regional,,,,212611,50779,0,
36154302599,Barcaldine Regional Council,,Barcaldine,Barcaldine Regional Council - Aramac Home & Community Care Service,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Barcaldine Regional,,,,30826,30826,0,
36154302599,Barcaldine Regional Council,,Barcaldine,Major Home Modification Services (Central & Far West),DCCSDS,State and Commonwealth,Spinal Cord Injury Response,,Grant,Capital,1/06/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Spinal cord,,"Upon discharge clients are provided with,  a range of specialised equipment as assessed, in home accommodation support they require from Disability Services",No,Barcaldine Regional,,,,1285,1285,0,
87851573310,Muttaburra Community Development Association Inc,,Muttaburra,Muttaburra Community Development Association Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Barcaldine Regional,,,,3758,3758,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Barcaldine,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,3/06/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Barcaldine Regional,,,,3832,3832,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Barcaldine,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,3/06/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Barcaldine Regional,,,,17714,17714,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Barcaldine,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,3/06/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Barcaldine Regional,,,,3832,3832,0,
96010643909,Blue Care: Head office,,Toowong,Blue Care: Head Office - CQWB - Barcaldine,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,3/06/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Barcaldine Regional,,,,17714,17714,0,
42062968922,Blackall - Tambo Regional Council,,Blackall,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Blackall Tambo Regional,,,,23425,23425,0,
42062968922,Blackall - Tambo Regional Council,,Blackall,Barcoo Family Care Centre,DCCSDS,State,Community Support & Sector Development,,Grant,Operational ,28/06/2009,30/06/2013,Ongoing,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Blackall Tambo Regional,,,,524108,137963,0,
42062968922,Blackall - Tambo Regional Council,,Blackall,Blackall 60 & Better Program,DCCSDS,State,Seniors Participation & Support,,Grant,Operational ,1/07/2010,31/12/2014,Ongoing,Seniors,Social Inclusion,Older people services,,"To increase social and workforce participation, prevent elder abuse, provide information, improve health and wellbeing, safety and recognition of older people.",No,Blackall Tambo Regional,,,,212092,50656,0,
42062968922,Blackall - Tambo Regional Council,,Blackall,Blackall - Tambo Regional Council - Community Services,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Blackall Tambo Regional,,,,19275,19275,0,
42062968922,Blackall - Tambo Regional Council,,Blackall,Blackall - Tambo Regional Council - Tambo MultiPurpose Centre,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Blackall Tambo Regional,,,,18135,18135,0,
61208353742,Barcoo Pastoral Society 2013,,Blackall,Barcoo Pastoral Society 2013,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Blackall Tambo Regional,,,,5000,5000,0,
99112593536,Tambo Golf Club Inc,,Tambo ,Tambo Golf Club Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Blackall Tambo Regional,,,,4900,4900,0,
99112593536,Tambo Golf Club Inc,,Tambo ,Tambo Golf Club Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Blackall Tambo Regional,,,,4900,4900,0,
18410990342,Roman Catholic Trust Corporation for the Diocese of Townsville,,Mount Isa,Boulia Community Support Service,DCCSDS,State,Community Support & Sector Development,,Grant,Operational ,1/01/2011,30/06/2013,Ongoing,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Boulia Shire,,,,299094,122406,0,
63480793784,Boulia Camel Races Inc,,Boulia,Boulia Camel Races Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Boulia Shire,,,,936,936,0,
11746358763,Youth Advocacy Centre Inc,,Wilston,Youth Advocacy Centre - Family Support,DCCSDS,State,Child Safety Family Support Services,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Parents and families,Child Safety,Family Support,,"Services target identified vulnerable children, young people and families and respond to a known risk or problem. The early intervention activities delivered address risks and resolve problems at an early stage. Services meet unmet needs, build capacity and resilience and enhance the wellbeing and safety of this target group.",No,Brisbane City,,,,357591,119197,0,
11746358763,Youth Advocacy Centre Inc,,Wilston,Youth Advocacy Centre - Supported Accomodation Assistance Program,DCCSDS,State and Commonwealth,Homelessness,,Grant,Operational ,1/04/2013,31/03/2016,Ongoing,Homes and housing,Social Inclusion,Homelessness,,"To reduce both the number of homeless people and the number of people becoming homeless in Queensland by funding services that assist people to obtain and maintain housing, and to maximise their capacity to be independent, self-reliant and connection to appropriate social and community supports.",No,Brisbane City,,,,395001,131547,0,
11746358763,Youth Advocacy Centre Inc,,Wilston,Youth Advocacy Centre - Rental Costs,DCCSDS,State and Commonwealth,Homelessness,,Grant,Operational ,1/11/2008,30/06/2014,Ongoing,Homes and housing,Social Inclusion,Homelessness,,"To reduce both the number of homeless people and the number of people becoming homeless in Queensland by funding services that assist people to obtain and maintain housing, and to maximise their capacity to be independent, self-reliant and connection to appropriate social and community supports.",No,Brisbane City,,,,543346,87808,0,
