Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
26086149948,Bridge Language Institute   ,,CAPALABA,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,8530,6798,,
83079966201,Brisbane Chinese School   ,,CALAMVALE,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,44570,40915,,
19425780946,Brisbane Korean Language School   ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,7205,6425,,
34586496769,Greek Ethnic School Of St George   ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,12460,11818,,
19137405939,Greek Orthodox Parish St Paraskevi Greek School  ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,1990,2008,,
94876250709,Greek Orthodox Southside Parish Ethnic School  ,,MOUNT GRAVATT EAST,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,5040,4725,,
54880829724,Hoa Binh Vietnamese Language School   ,,CALAMVALE,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,24145,19893,,
74998093412,Japanese Language & Culture School Of Brisbane  ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,9080,9495,,
79772372154,"Qld Association Of Hindustani Language School, Culture & Welfare Inc  ",,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,2123,2036,,
25328758007,Sacred Heart Chinese School   ,,RUNCORN,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,11508,11806,,
62090246151,Thaai Tamil School Queensland   ,,ANNERLEY,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,6803,5006,,
80940502320,The Tzu-Chi Academy Queensland Assn Inc   ,,SALISBURY,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,19915,20553,,
93891709268,Tongxin Chinese School   ,,SUNNYBANK,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,16550,13745,,
41886050483,Trung Vuong Vietnamese Language School Inc  ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,19533,20426,,
32402688423,Vietnamese Ethnic School In Qld Inc   ,,MIDDLE PARK,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,42978,40249,,
92494080782,Yasodhara Sinhala School   ,,ELLEN GROVE,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Brisbane City,,,,4010,3750,,
14060936576,FSAC Ltd,,FOREST LAKE,Little Saints Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
83986300603,Clayfield College,,CLAYFIELD,Clayfield College Preparatory Centre,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
61653609225,Upper Mt Gravatt Kindergarten Assn Inc,,UPPER MOUNT GRAVATT,Upper Mt Gravatt Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
54776873363,Tingalpa & District Kindergarten Association Inc,,TINGALPA,Tingalpa & District Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,0,
84887032056,Harty St Community Kindergarten & Pre-school Assoc Inc,,COORPAROO,Harty Street Community Kindergarten and Pre school,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,12000,12000,12000,
25472253271,Camp Hill Kindergarten And Preschool Association Inc,,CAMP HILL,Camp Hill Kindergarten and Pre School,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
21914505795,Bulimba Pre School & Kindergarten Association Inc,,BULIMBA,Bulimba Pre School & Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,0,
81440445227,Gaythorne Community Kindergarten and Limited Hours Care Association Inc,,GAYTHORNE,Gaythorne Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
16831583292,Mott Park Kindergarten Association Inc,,HOLLAND PARK,Mott Park Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
50271212684,Wynnum Manly Community Kindergarten Association Incorporated,,WYNNUM,Wynnum Manly Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,20000,20000,20000,
32503195318,Yeronga Hyde Road Kindergarten & Pre School Society Inc,,YERONGA,Yeronga Hyde Road Kindergarten & Preschool,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
68068358395,Sunnybank Community Pre School & Kindergarten Assn,,SUNNYBANK,Sunnybank Community Pre School And Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
70421840423,West Chermside C and K Pre-Prep Inc,,CHERMSIDE WEST,West Chermside C&K Pre-Prep,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
81649776206,Chapel Hill Community Preschool & Kindergarten Association Inc,,CHAPEL HILL,Chapel Hill Community Preschool and Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
81649776206,Chapel Hill Community Preschool & Kindergarten Association Inc,,CHAPEL HILL,Chapel Hill Community Preschool and Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,0,
87559458031,Kedron Heights Preschool & Kindergarten Assoc,,KEDRON,Kedron Heights Pre School And Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,12000,12000,0,
87677919067,Tarragindi War Memorial Preschool & Kindergarten Inc,,TARRAGINDI,Tarragindi War Memorial Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,10000,
29296465442,Aspley East Kindergarten & Preschool Association Inc,,ASPLEY,Aspley East Kindergarten and Pre school,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,12000,12000,12000,
61146392899,Chelmer-Graceville Kindergarten Inc,,GRACEVILLE,Chelmer-Graceville Kindergarten and Pre-school,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
16895642936,Chelmer Station Community Kindergarten Inc,,CHELMER,Chelmer Station Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
64406421916,Jamboree Community Kindergarten Inc,,JAMBOREE HEIGHTS,Jamboree Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,22000,22000,22000,
97795294560,Marchant Park Kindergarten Assn,,GEEBUNG,Marchant Park Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
52439167554,Emily Foord Memorial Kindergarten Association Incorporated,,STAFFORD,Emily Foord Memorial Kindergarten & Pre School,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,8000,
53828964534,Sherwood Community Kindergarten Inc,,SHERWOOD,Sherwood Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,0,
20451522800,Lutwyche-Windsor Kindergarten & Preschool Assoc Inc,,LUTWYCHE,Lutwyche Windsor Kindergarten & Pre School,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
93406550296,Cannon Hill Kindergarten & Community Pre-School Association Inc,,CANNON HILL,Cannon Hill Kindergarten & Community Pre School,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
23182360164,Clayfield Pre-Prep Bayview Terrace Inc,,CLAYFIELD,"Clayfield Pre Prep, Bayview Terrace",DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,14000,14000,14000,
15546287280,Geebung Kindergarten & Pre School Assoc Ltd,,GEEBUNG,Geebung Kindergarten And Pre School,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,0,
80830875661,West End Scott Street Community Kindergarten Association Inc,,WEST END,West End Scott Street Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,500,500,500,
21479041339,Staverton Kindergarten Association Inc,,CHELMER,Staverton Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
47914809338,Yeronga Park Kindergarten Association Inc.,,YERONGA,Yeronga Park Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,0,
87937461622,Carina Kindergarten & Pre School Assoc Inc,,CAMP HILL,Carina Kindergarten & Pre School,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
73790492405,Ashgrove Memorial Pre-School & Kindergarten Association,,ASHGROVE,Ashgrove Memorial Pre School & Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
44068313225,Wilston Grange Kindergarten & Preschool Assoc Inc,,GRANGE,Wilston Grange Kindergarten and Pre School,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
98064947447,Craigslea Kindergarten and Preschool Association Inc,,CHERMSIDE WEST,Craigslea Kindergarten & Preschool,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,2000,2000,2000,
13373295187,Kenmore District Kindergarten & Preschool Assoc Inc,,KENMORE,Kenmore District Kindergarten & Pre School,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,0,
50297661091,Stones Corner Community Kindergarten Inc,,GREENSLOPES,Stones Corner Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
30378181869,Kenmore West Pre School and Kindergarten Inc.,,KENMORE,Kenmore West Kindergarten & Preschool,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
90546015020,St Pauls School Bald Hills,,BALD HILLS,St Paul's Early Learning Centre,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,0,
52434879975,Wavell Heights Kindergarten Assn Inc,,WAVELL HEIGHTS,Wavell Heights Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,14000,14000,0,
26529750413,Holland Park Kindergarten Association Inc,,HOLLAND PARK,Holland Park Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
18567352148,Queensland Jewish Kindergarten Assoc Incorporated,,FIG TREE POCKET,Gan Gani Kindergarten ,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,8000,8000,8000,
56384827680,St Lucia Kindergarten Assoc,,ST LUCIA,St Lucia Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,1500,1500,1500,
90302280586,Mount Gravatt Kindergarten & Preschool Association Inc,,MOUNT GRAVATT,Mt Gravatt Kindergarten & Preschool,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,0,
73123183246,Queensland Lutheran Early Childhood Services Ltd,,MIDDLE PARK,Centenary Christian Kindergarten And Preschool,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,16000,16000,0,
83576082636,Hillsdon Kindergarten Association,,TARINGA,Hillsdon Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
24116378998,Everton Park Kindergarten Assoc Inc,,EVERTON PARK,Everton Park Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
17243953115,Bracken Ridge Kindergarten Assoc,,BRACKEN RIDGE,Bracken Ridge Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,10000,10000,0,
26851109591,Clayfield Childcare Association Inc,,CLAYFIELD,Wagner Road Early Childhood Centre & Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,4000,
39573740513,Manly Community Kindergarten Association Inc,,MANLY,Manly Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,6000,6000,6000,
59150737849,The Creche and Kindergarten Association Limited,,SALISBURY,C&K Salisbury Community Child Care Centre (C&K Ltd),DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Brisbane City,,,,4000,4000,0,
